attrs,values
units,"1"
model_var,""
dtime_units,"hour"
level_type,"isobaric"
time_type,"UT"
time_bounds,"[0, 0]"
level,time,dtime,id,lon,lat,forecast_reference_time_hour,scaled_vertical_displacement
0,2000-01-01,6,438,2.06870008,47.00569916,3.00000000,1.01977444
0,2000-01-01,6,439,1.32939994,47.92919922,3.00000000,1.01006675
0,2000-01-01,6,440,2.05049992,49.58900070,3.00000000,1.01565135
0,2000-01-01,6,441,1.25479996,49.95180130,3.00000000,0.90807498
0,2000-01-01,6,442,-2.41429996,48.42150116,3.00000000,0.99919349
0,2000-01-01,6,443,5.43900013,48.69789886,3.00000000,1.05606604
0,2000-01-01,6,444,1.90779996,48.16149902,3.00000000,1.00493479
0,2000-01-01,6,445,0.10980000,45.81760025,3.00000000,0.99294126
0,2000-01-01,6,446,-0.93300003,53.61700058,3.00000000,0.99941987
0,2000-01-01,6,447,-4.13570023,51.68339920,3.00000000,0.90452844
0,2000-01-01,6,448,-3.56620002,51.70320129,3.00000000,0.90202630
0,2000-01-01,6,449,-4.96439981,51.79320145,3.00000000,0.96362704
0,2000-01-01,6,450,-3.33859992,53.04109955,3.00000000,1.02831519
0,2000-01-01,6,451,-4.18260002,53.20959854,3.00000000,1.00239801
0,2000-01-01,6,452,-5.21799994,56.21889877,3.00000000,1.12228441
0,2000-01-01,6,454,10.27099991,52.17499924,3.00000000,1.00683558
0,2000-01-01,6,455,10.36400032,52.61700058,3.00000000,0.99174678
0,2000-01-01,6,456,9.50000000,53.12599945,3.00000000,0.99920362
0,2000-01-01,6,458,-2.25699997,55.90480042,3.00000000,1.12750280
0,2000-01-01,6,459,-0.47999999,52.24000168,3.00000000,1.01151562
0,2000-01-01,6,460,1.28999996,52.06000137,3.00000000,1.05475628
0,2000-01-01,6,461,-1.40999997,51.11000061,3.00000000,0.95475662
0,2000-01-01,6,462,-1.25999999,51.06000137,3.00000000,1.01550901
0,2000-01-01,6,463,-0.57999998,51.61000061,3.00000000,0.96621197
0,2000-01-01,6,464,-4.28809977,55.86090088,3.00000000,0.95874429
0,2000-01-01,6,465,-4.29379988,55.85829926,3.00000000,0.95874429
0,2000-01-01,6,466,-3.75900006,56.57569885,3.00000000,1.10101330
0,2000-01-01,6,467,-3.61109996,55.39619827,3.00000000,1.11985135
0,2000-01-01,6,468,-7.85160017,54.86640167,3.00000000,0.96882105
0,2000-01-01,6,470,-2.64910007,57.66510010,3.00000000,1.10927439
0,2000-01-01,6,471,-6.46540022,57.43920135,3.00000000,1.04949725
